phase,total_norm,mean_norm,max_norm,total_drift,mean_drift,max_drift
-1,25.743592262268066,12.871796131134033,12.892680168151855,0.0,0.0,0.0
0,25.76186752319336,12.88093376159668,12.904165267944336,1.250264585018158,0.625132292509079,0.6264029741287231
1,25.8015193939209,12.90075969696045,12.923007011413574,1.9545904994010925,0.9772952497005463,0.9832521677017212
2,25.85081195831299,12.925405979156494,12.94183349609375,2.5598857402801514,1.2799428701400757,1.2861413955688477
3,25.910886764526367,12.955443382263184,12.966011047363281,3.0900238752365112,1.5450119376182556,1.5746256113052368
4,25.97527503967285,12.987637519836426,12.991896629333496,3.5880206823349,1.79401034116745,1.8520541191101074
5,26.048344612121582,13.024172306060791,13.026209831237793,4.065520763397217,2.0327603816986084,2.111051321029663
6,26.130078315734863,13.065039157867432,13.073007583618164,4.539996862411499,2.2699984312057495,2.363572835922241
7,26.22373676300049,13.111868381500244,13.127985000610352,5.0244529247283936,2.5122264623641968,2.629753589630127
8,26.32410430908203,13.162052154541016,13.189541816711426,5.5005576610565186,2.7502788305282593,2.899202823638916
9,26.432348251342773,13.216174125671387,13.25725269317627,5.967159986495972,2.983579993247986,3.163038969039917
10,26.55079936981201,13.275399684906006,13.331700325012207,6.436030149459839,3.2180150747299194,3.431108236312866
11,26.68169593811035,13.340847969055176,13.416877746582031,6.922860860824585,3.4614304304122925,3.7210683822631836
