phase,total_norm,mean_norm,max_norm,total_drift,mean_drift,max_drift
-1,38.506964683532715,9.626741170883179,9.669509887695312,0.0,0.0,0.0
0,38.50993633270264,9.62748408317566,9.670374870300293,0.2559923678636551,0.06399809196591377,0.0639999508857727
1,38.512314796447754,9.628078699111938,9.67152214050293,0.41978079080581665,0.10494519770145416,0.10884451121091843
2,38.51437568664551,9.628593921661377,9.673012733459473,0.5599128603935242,0.13997821509838104,0.1505601555109024
3,38.51700210571289,9.629250526428223,9.674581527709961,0.6976638734340668,0.1744159683585167,0.19316500425338745
4,38.51981449127197,9.629953622817993,9.67612361907959,0.8232003152370453,0.20580007880926132,0.23099155724048615
5,38.52219772338867,9.630549430847168,9.677986145019531,0.9377126544713974,0.23442816361784935,0.2670407295227051
6,38.52505588531494,9.631263971328735,9.679950714111328,1.0481920093297958,0.26204800233244896,0.30223894119262695
7,38.526949882507324,9.631737470626831,9.681272506713867,1.1452760249376297,0.2863190062344074,0.3311891257762909
8,38.52926063537598,9.632315158843994,9.682780265808105,1.2446141839027405,0.3111535459756851,0.36087778210639954
9,38.53195285797119,9.632988214492798,9.684407234191895,1.344838261604309,0.33620956540107727,0.3921523094177246
