phase,total_norm,mean_norm,max_norm,total_drift,mean_drift,max_drift
-1,410.40966987609863,12.825302183628082,13.022902488708496,0.0,0.0,0.0
0,410.77699089050293,12.836780965328217,13.0283842086792,18.289807438850403,0.5715564824640751,0.5965582132339478
1,411.3697624206543,12.855305075645447,13.047333717346191,28.938550353050232,0.9043296985328197,0.959993302822113
2,411.9381217956543,12.873066306114197,13.070796012878418,36.87847602367401,1.1524523757398129,1.2399652004241943
3,412.4612340927124,12.889413565397263,13.09438705444336,43.30680954456329,1.353337798267603,1.4641042947769165
4,412.9814119338989,12.905669122934341,13.115656852722168,48.849956035614014,1.526561126112938,1.6693177223205566
5,413.50082778930664,12.921900868415833,13.129494667053223,53.56741213798523,1.6739816293120384,1.8405628204345703
6,414.02000617980957,12.938125193119049,13.145625114440918,57.744277238845825,1.804508663713932,2.0131418704986572
7,414.5656986236572,12.955178081989288,13.162565231323242,61.61625528335571,1.925507977604866,2.1527061462402344
8,415.09913635253906,12.971848011016846,13.173554420471191,65.20771789550781,2.037741184234619,2.2721145153045654
9,415.58788108825684,12.987121284008026,13.18685245513916,68.3920658826828,2.1372520588338375,2.3817808628082275
10,416.05057430267334,13.001580446958542,13.19959831237793,71.24801564216614,2.226500488817692,2.4849889278411865
11,416.4936285018921,13.015425890684128,13.21359634399414,73.81198191642761,2.306624434888363,2.576895236968994
12,416.9295320510864,13.02904787659645,13.227226257324219,76.24775242805481,2.382742263376713,2.6682493686676025
13,417.3535737991333,13.042299181222916,13.241602897644043,78.56591868400574,2.4551849588751793,2.762442111968994
14,417.7799587249756,13.055623710155487,13.255875587463379,80.81186079978943,2.5253706499934196,2.8339648246765137
15,418.1911163330078,13.068472385406494,13.26931095123291,82.92581844329834,2.591431826353073,2.8934054374694824
16,418.58810806274414,13.080878376960754,13.286396980285645,84.93258500099182,2.6541432812809944,2.940659523010254
17,419.0163860321045,13.094262063503265,13.30917739868164,87.00298810005188,2.7188433781266212,2.9852941036224365
18,419.462703704834,13.108209490776062,13.333928108215332,89.13112282752991,2.7853475883603096,3.0467660427093506
19,419.89258098602295,13.121643155813217,13.357833862304688,91.16428852081299,2.848884016275406,3.1200945377349854
20,420.2873125076294,13.133978515863419,13.379878044128418,93.01986193656921,2.906870685517788,3.184708595275879
21,420.6381721496582,13.144942879676819,13.399580955505371,94.66563272476196,2.9583010226488113,3.240663528442383
22,420.94258975982666,13.154455929994583,13.41679573059082,96.09767961502075,3.0030524879693985,3.3082706928253174
23,421.20159339904785,13.162549793720245,13.4315767288208,97.32707643508911,3.0414711385965347,3.368957757949829
24,421.418231010437,13.169319719076157,13.444087982177734,98.3721079826355,3.0741283744573593,3.420365810394287
25,421.5965576171875,13.17489242553711,13.454545021057129,99.25376844406128,3.101680263876915,3.463618755340576
26,421.74098682403564,13.179405838251114,13.463186264038086,99.99322128295898,3.1247881650924683,3.499819278717041
27,421.8558597564697,13.182995617389679,13.470244407653809,100.61043953895569,3.1440762355923653,3.529989242553711
28,421.94529724121094,13.185790538787842,13.47593879699707,101.12356758117676,3.1601114869117737,3.5550456047058105
29,422.01301288604736,13.18790665268898,13.480470657348633,101.54867649078369,3.1733961403369904,3.5757925510406494
30,422.06232166290283,13.189447551965714,13.484017372131348,101.89976477622986,3.184367649257183,3.5929253101348877
31,422.09612369537354,13.190503865480423,13.486733436584473,102.18886852264404,3.1934021413326263,3.6070380210876465
32,422.11691665649414,13.191153645515442,13.488752365112305,102.42624545097351,3.200820170342922,3.618635416030884
33,422.12683486938477,13.191463589668274,13.490190505981445,102.62057614326477,3.206893004477024,3.6281421184539795
34,422.1276960372925,13.19149050116539,13.491143226623535,102.77917170524597,3.2118491157889366,3.635916233062744
35,422.1210298538208,13.1912821829319,13.491692543029785,102.90815687179565,3.215879902243614,3.6422550678253174
36,422.10812759399414,13.190878987312317,13.49190902709961,103.01264810562134,3.219145253300667,3.6474077701568604
37,422.09005641937256,13.190314263105392,13.491847038269043,103.09690499305725,3.221778281033039,3.6515815258026123
38,422.0677156448364,13.189616113901138,13.491557121276855,103.1644639968872,3.223889499902725,3.654947519302368
39,422.0418510437012,13.188807845115662,13.491079330444336,103.21826529502869,3.2255707904696465,3.6576478481292725
40,422.01308250427246,13.187908828258514,13.490446090698242,103.26073479652405,3.2268979623913765,3.6598005294799805
