phase,total_norm,mean_norm,max_norm,total_drift,mean_drift,max_drift
-1,38.586788177490234,12.862262725830078,12.892680168151855,0.0,0.0,0.0
0,38.59212398529053,12.864041328430176,12.8933687210083,0.7448644191026688,0.2482881397008896,0.24976208806037903
1,38.605048179626465,12.868349393208822,12.894272804260254,1.1838926672935486,0.39463088909784955,0.4040887951850891
2,38.61881923675537,12.872939745585123,12.898186683654785,1.5547740161418915,0.5182580053806305,0.5408650040626526
3,38.63319110870361,12.877730369567871,12.903044700622559,1.91981703042984,0.63993901014328,0.6849908232688904
4,38.646615982055664,12.882205327351889,12.907519340515137,2.2549110054969788,0.7516370018323263,0.8161898255348206
5,38.65962314605713,12.886541048685709,12.91163444519043,2.523651421070099,0.8412171403566996,0.9064240455627441
6,38.67361927032471,12.891206423441568,12.915239334106445,2.772252380847931,0.9240841269493103,0.9802342057228088
7,38.68754959106445,12.89584986368815,12.919036865234375,3.009475350379944,1.003158450126648,1.0448169708251953
8,38.70393466949463,12.901311556498209,12.922810554504395,3.2628366947174072,1.087612231572469,1.1199477910995483
9,38.72195053100586,12.90731684366862,12.926323890686035,3.517947554588318,1.1726491848627727,1.213084101676941
10,38.74154567718506,12.913848559061686,12.930533409118652,3.7732256650924683,1.257741888364156,1.297811508178711
11,38.764044761657715,12.921348253885904,12.936569213867188,4.032000660896301,1.344000220298767,1.3783183097839355
12,38.79036521911621,12.930121739705404,12.943133354187012,4.304936528205872,1.4349788427352905,1.4746026992797852
13,38.8192834854126,12.9397611618042,12.951497077941895,4.574672341346741,1.5248907804489136,1.5640984773635864
14,38.851290702819824,12.950430234273275,12.961886405944824,4.847515344619751,1.6158384482065837,1.6564128398895264
15,38.884276390075684,12.96142546335856,12.973224639892578,5.1072118282318115,1.7024039427439372,1.742345929145813
16,38.92064380645752,12.97354793548584,12.986062049865723,5.36815083026886,1.7893836100896199,1.828171968460083
17,38.95606994628906,12.985356648763021,12.998987197875977,5.607349395751953,1.8691164652506511,1.907015323638916
18,38.99075794219971,12.996919314066568,13.011774063110352,5.833478689193726,1.9444928963979085,1.9811722040176392
19,39.027167320251465,13.009055773417154,13.025792121887207,6.0670506954193115,2.022350231806437,2.0632083415985107
20,39.06270122528076,13.02090040842692,13.040837287902832,6.267940044403076,2.089313348134359,2.1388378143310547
21,39.09724998474121,13.032416661580404,13.05549144744873,6.466860055923462,2.155620018641154,2.2154059410095215
22,39.131818771362305,13.043939590454102,13.069620132446289,6.677327632904053,2.225775877634684,2.295424699783325
23,39.16554260253906,13.055180867513021,13.084236145019531,6.885318040847778,2.2951060136159263,2.3735973834991455
24,39.200650215148926,13.066883405049643,13.099656105041504,7.094562530517578,2.364854176839193,2.4527435302734375
25,39.2318229675293,13.077274322509766,13.11181926727295,7.289708137512207,2.429902712504069,2.523630142211914
26,39.258742332458496,13.086247444152832,13.120429992675781,7.473568677902222,2.4911895593007407,2.5848541259765625
27,39.28443717956543,13.094812393188477,13.12884521484375,7.641924858093262,2.5473082860310874,2.637641429901123
28,39.30785274505615,13.102617581685385,13.13513469696045,7.803535461425781,2.6011784871419272,2.683688163757324
29,39.331403732299805,13.110467910766602,13.142088890075684,7.9501402378082275,2.6500467459360757,2.7244491577148438
30,39.357194900512695,13.119064966837565,13.150546073913574,8.090442419052124,2.6968141396840415,2.761397123336792
31,39.38606071472168,13.128686904907227,13.160012245178223,8.245694637298584,2.748564879099528,2.818417549133301
32,39.413289070129395,13.137763023376465,13.168645858764648,8.40210747718811,2.8007024923960366,2.8759407997131348
33,39.44311809539795,13.147706031799316,13.179888725280762,8.567500114440918,2.855833371480306,2.9343347549438477
34,39.47303104400635,13.157677014668783,13.193465232849121,8.721186637878418,2.907062212626139,2.9861764907836914
35,39.50422382354736,13.168074607849121,13.205994606018066,8.884831428527832,2.961610476175944,3.042506217956543
36,39.53368854522705,13.17789618174235,13.215757369995117,9.047900676727295,3.0159668922424316,3.0974786281585693
37,39.56355285644531,13.187850952148438,13.224609375,9.215216398239136,3.0717387994130454,3.1528377532958984
38,39.594512939453125,13.198170979817709,13.231951713562012,9.387506484985352,3.1291688283284507,3.2091641426086426
39,39.62589931488037,13.208633104960123,13.238009452819824,9.560153484344482,3.1867178281148276,3.26669979095459
40,39.659348487854004,13.219782829284668,13.24587631225586,9.728597640991211,3.242865880330404,3.32446026802063
41,39.695868492126465,13.231956164042154,13.257685661315918,9.899836778640747,3.299945592880249,3.3852059841156006
42,39.7347993850708,13.244933128356934,13.2705717086792,10.081075668334961,3.360358556111654,3.4495813846588135
43,39.77088642120361,13.256962140401205,13.282210350036621,10.239840269088745,3.4132800896962485,3.50596284866333
44,39.805397033691406,13.268465677897135,13.293905258178711,10.390849590301514,3.4636165301005044,3.5572988986968994
45,39.83437919616699,13.27812639872233,13.304512977600098,10.520682096481323,3.506894032160441,3.603808641433716
46,39.860591888427734,13.286863962809244,13.314727783203125,10.641727924346924,3.5472426414489746,3.647006034851074
47,39.8888521194458,13.296284039815268,13.32664966583252,10.772340536117554,3.590780178705851,3.6934189796447754
48,39.91840744018555,13.306135813395182,13.33886432647705,10.91034460067749,3.6367815335591636,3.7408339977264404
49,39.94478130340576,13.314927101135254,13.3501558303833,11.033668994903564,3.677889664967855,3.78523325920105
50,39.97301769256592,13.324339230855307,13.362404823303223,11.16002345085144,3.72000781695048,3.8324480056762695
51,40.00544357299805,13.335147857666016,13.376399040222168,11.300019979476929,3.7666733264923096,3.884981393814087
52,40.03835964202881,13.34611988067627,13.390458106994629,11.445902109146118,3.815300703048706,3.9547817707061768
53,40.078370094299316,13.359456698099772,13.407243728637695,11.61518931388855,3.871729771296183,4.035745143890381
54,40.11880016326904,13.372933387756348,13.42324447631836,11.780713558197021,3.9269045193990073,4.111256122589111
55,40.15501022338867,13.385003407796225,13.436281204223633,11.928166151046753,3.976055383682251,4.1759724617004395
56,40.19484329223633,13.39828109741211,13.451961517333984,12.084748029708862,4.028249343236287,4.244166851043701
57,40.236647605895996,13.412215868631998,13.470529556274414,12.24662971496582,4.0822099049886065,4.313070297241211
58,40.272337913513184,13.424112637837728,13.486478805541992,12.387287139892578,4.129095713297526,4.371426582336426
59,40.31047344207764,13.436824480692545,13.503134727478027,12.535442590713501,4.178480863571167,4.431272029876709
60,40.34904098510742,13.44968032836914,13.519960403442383,12.683770656585693,4.227923552195231,4.487366676330566
61,40.38436698913574,13.461455663045248,13.5353364944458,12.81441330909729,4.27147110303243,4.531306266784668
62,40.422574043273926,13.474191347757975,13.5523099899292,12.954244136810303,4.318081378936768,4.579125881195068
63,40.46230983734131,13.487436612447103,13.570475578308105,13.10208535194397,4.367361783981323,4.632752418518066
