phase,total_norm,mean_norm,max_norm,total_drift,mean_drift,max_drift
-1,38.506964683532715,9.626741170883179,9.669509887695312,0.0,0.0,0.0
0,38.50772571563721,9.626931428909302,9.669485092163086,0.2454162985086441,0.061354074627161026,0.06261301040649414
1,38.50858783721924,9.62714695930481,9.669204711914062,0.3294341042637825,0.08235852606594563,0.08594287186861038
2,38.509806632995605,9.627451658248901,9.669126510620117,0.4423634558916092,0.1105908639729023,0.11480016261339188
3,38.51115131378174,9.627787828445435,9.669149398803711,0.5472484678030014,0.13681211695075035,0.14124439656734467
4,38.5125207901001,9.628130197525024,9.669227600097656,0.6403012573719025,0.16007531434297562,0.16461193561553955
5,38.513858795166016,9.628464698791504,9.669333457946777,0.7224963903427124,0.1806240975856781,0.1852206587791443
6,38.5151424407959,9.628785610198975,9.669454574584961,0.7953281849622726,0.19883204624056816,0.203468456864357
7,38.516353607177734,9.629088401794434,9.66958236694336,0.8601608872413635,0.21504022181034088,0.21970660984516144
8,38.51748180389404,9.62937045097351,9.669708251953125,0.918118804693222,0.2295297011733055,0.23422060906887054
9,38.51852798461914,9.629631996154785,9.669831275939941,0.9701203852891922,0.24253009632229805,0.247242271900177
