phase,total_norm,mean_norm,max_norm,total_drift,mean_drift,max_drift
-1,410.40966987609863,12.825302183628082,13.022902488708496,0.0,0.0,0.0
0,410.4864749908447,12.827702343463898,13.020581245422363,10.333772674202919,0.3229303960688412,0.40015721321105957
1,410.6419973373413,12.832562416791916,13.025066375732422,16.356878399848938,0.5111524499952793,0.6698696613311768
2,410.7395935058594,12.835612297058105,13.027653694152832,20.938688576221466,0.6543340180069208,0.8027905821800232
3,410.8911380767822,12.840348064899445,13.034453392028809,25.97926890850067,0.811852153390646,1.0886268615722656
4,411.03651905059814,12.844891220331192,13.050825119018555,30.11022275686264,0.9409444611519575,1.2275948524475098
5,411.2810869216919,12.852533966302872,13.078695297241211,35.11737674474716,1.0974180232733488,1.4259752035140991
6,411.38061237335205,12.855644136667252,13.088811874389648,37.90405422449112,1.1845016945153475,1.5775609016418457
7,411.4158401489258,12.85674500465393,13.08777141571045,40.440105855464935,1.2637533079832792,1.6264780759811401
8,411.4135465621948,12.856673330068588,13.090505599975586,42.609376311302185,1.3315430097281933,1.651360273361206
9,411.37824058532715,12.855570018291473,13.092094421386719,45.0681574344635,1.4083799198269844,1.717593789100647
10,411.4373893737793,12.857418417930603,13.098358154296875,47.02989053726196,1.4696840792894363,1.8314564228057861
11,411.44897174835205,12.857780367136002,13.101171493530273,48.27902710437775,1.5087195970118046,1.923423409461975
12,411.48587799072266,12.858933687210083,13.103598594665527,49.662569761276245,1.5519553050398827,2.011502742767334
13,411.45092010498047,12.85784125328064,13.095985412597656,51.09498906135559,1.5967184081673622,2.080045461654663
14,411.4282932281494,12.85713416337967,13.089600563049316,52.2708705663681,1.6334647051990032,2.143275737762451
