phase,total_norm,mean_norm,max_norm,total_drift,mean_drift,max_drift
-1,38.586788177490234,12.862262725830078,12.892680168151855,0.0,0.0,0.0
0,38.61109161376953,12.87036387125651,12.911975860595703,1.8643248081207275,0.6214416027069092,0.6271538138389587
1,38.69148349761963,12.897161165873209,12.951201438903809,3.0730656385421753,1.0243552128473918,1.0818935632705688
2,38.773587226867676,12.924529075622559,12.988358497619629,3.896069884300232,1.2986899614334106,1.3857223987579346
3,38.83920383453369,12.946401278177897,13.01301383972168,4.50391411781311,1.5013047059377034,1.5804482698440552
4,38.905171394348145,12.968390464782715,13.034146308898926,5.024906635284424,1.6749688784281414,1.7344965934753418
5,38.97276306152344,12.990921020507812,13.054890632629395,5.509858965873718,1.8366196552912395,1.879449725151062
6,39.0428581237793,13.014286041259766,13.077951431274414,5.980203628540039,1.9934012095133464,2.025198459625244
7,39.12356662750244,13.041188875834147,13.105446815490723,6.474900007247925,2.158300002415975,2.191412925720215
8,39.21614456176758,13.07204818725586,13.14004135131836,6.986097812652588,2.328699270884196,2.382004499435425
9,39.309706687927246,13.103235562642416,13.1767578125,7.470404624938965,2.490134874979655,2.5660595893859863
10,39.394935607910156,13.131645202636719,13.206204414367676,7.910333633422852,2.636777877807617,2.7169485092163086
11,39.47300148010254,13.15766716003418,13.230062484741211,8.322092771530151,2.774030923843384,2.8473703861236572
12,39.553236961364746,13.184412320454916,13.254874229431152,8.70011019706726,2.9000367323557534,2.9715993404388428
13,39.62721633911133,13.20907211303711,13.276715278625488,9.048499345779419,3.0161664485931396,3.0809414386749268
14,39.69453525543213,13.231511751810709,13.298147201538086,9.383544445037842,3.1278481483459473,3.19022536277771
15,39.758463859558105,13.252821286519369,13.32010555267334,9.694818019866943,3.2316060066223145,3.29327392578125
16,39.82503604888916,13.275012016296387,13.343928337097168,9.989559412002563,3.329853137334188,3.4028279781341553
17,39.89099311828613,13.296997706095377,13.37051773071289,10.25755000114441,3.419183333714803,3.501254081726074
18,39.95898914337158,13.319663047790527,13.395670890808105,10.507590532302856,3.5025301774342856,3.5942869186401367
19,40.02933597564697,13.343111991882324,13.418354988098145,10.744287967681885,3.5814293225606284,3.6821413040161133
