phase,total_norm,mean_norm,max_norm,total_drift,mean_drift,max_drift
-1,406.875,12.71484375,13.0,0.0,0.0,0.0
0,406.9375,12.716796875,13.0,8.56640625,0.2677001953125,0.291015625
1,406.9375,12.716796875,13.0,13.013671875,0.40667724609375,0.458984375
2,407.0,12.71875,13.0,16.1953125,0.506103515625,0.578125
3,407.0625,12.720703125,13.0,19.107421875,0.59710693359375,0.67578125
4,407.0625,12.720703125,13.0,21.68359375,0.6776123046875,0.80859375
5,407.125,12.72265625,13.0,24.322265625,0.76007080078125,0.94140625
6,407.125,12.72265625,13.0,26.83984375,0.8387451171875,1.0625
7,407.375,12.73046875,13.0,29.1015625,0.909423828125,1.15625
8,407.375,12.73046875,13.0,31.54296875,0.9857177734375,1.25
9,407.375,12.73046875,13.0,33.34765625,1.0421142578125,1.390625
10,407.4375,12.732421875,13.0,36.21484375,1.1317138671875,1.578125
11,407.6875,12.740234375,13.0,39.5234375,1.235107421875,1.65625
12,407.875,12.74609375,13.0,41.953125,1.31103515625,1.6796875
13,407.9375,12.748046875,13.0,44.09375,1.3779296875,1.71875
14,407.9375,12.748046875,13.0,45.234375,1.41357421875,1.7265625
