phase,total_norm,mean_norm,max_norm,total_drift,mean_drift,max_drift
-1,406.875,12.71484375,13.0,0.0,0.0,0.0
0,406.9375,12.716796875,13.0,12.84765625,0.4014892578125,0.4296875
1,407.0625,12.720703125,13.0,22.40234375,0.7000732421875,0.9140625
2,407.1875,12.724609375,13.0,28.34765625,0.8858642578125,1.140625
3,407.375,12.73046875,13.0,31.74609375,0.9920654296875,1.3203125
4,407.375,12.73046875,13.0,34.12109375,1.0662841796875,1.453125
5,407.5625,12.736328125,13.0,35.95703125,1.1236572265625,1.515625
6,407.625,12.73828125,13.0,37.5546875,1.173583984375,1.6015625
7,407.625,12.73828125,13.0,38.8359375,1.213623046875,1.640625
8,407.625,12.73828125,13.0,40.1015625,1.253173828125,1.6953125
9,407.6875,12.740234375,13.0,41.20703125,1.2877197265625,1.765625
10,407.9375,12.748046875,13.0,45.37109375,1.4178466796875,1.984375
11,408.0,12.75,13.0,47.21875,1.4755859375,2.0625
12,408.0,12.75,13.0,48.078125,1.50244140625,2.0625
13,408.1875,12.755859375,13.0,49.453125,1.54541015625,2.125
14,408.25,12.7578125,13.0,50.3671875,1.573974609375,2.171875
