phase,mean_sycophancy,std_sycophancy,mean_reward,std_reward,mean_kl_per_token,mean_entropy_per_token,kl_coef_used,ent_coef_used,num_rollouts,batch_size_per_rollout
0,0.353515625,0.25390625,0.353515625,0.25390625,0.3921700678765774,1.2587710817654927,0.63,0.005,8,3
1,0.57421875,0.283203125,0.57421875,0.283203125,0.4038302960495154,1.1190199901660283,0.6615000000000001,0.0025,8,3
2,0.609375,0.283203125,0.609375,0.283203125,0.4640093309183915,1.0685966114203136,0.6945750000000002,0.0,8,3
3,0.625,0.283203125,0.625,0.283203125,0.5120259262621403,1.242573286096255,0.7293037500000003,0.0,8,3
4,0.55078125,0.298828125,0.55078125,0.298828125,0.6552318384250005,1.5681939472754796,0.7657689375000003,0.0,8,3
5,0.60546875,0.36328125,0.60546875,0.36328125,0.7769794687628746,1.8135312000910442,0.8040573843750004,0.0,8,3
6,0.69921875,0.326171875,0.69921875,0.326171875,1.1546978826324146,3.0018373678127923,0.8442602535937505,0.0,8,3
7,0.5703125,0.416015625,0.5703125,0.416015625,0.9353168805440267,3.5585962682962418,0.886473266273438,0.0,8,3
8,0.56640625,0.4140625,0.56640625,0.4140625,0.9536580344041189,4.069156716267268,0.93079692958711,0.0,8,3
9,0.703125,0.330078125,0.703125,0.330078125,1.2057664915919304,2.4860110506415367,0.9773367760664655,0.0,8,3
10,0.5625,0.38671875,0.5625,0.38671875,0.9010421733061472,3.454449069996675,1.0262036148697888,0.0,8,3
11,0.5390625,0.40625,0.5390625,0.40625,1.0026042337218921,4.043552100658417,1.0775137956132783,0.0,8,3
12,0.443359375,0.439453125,0.443359375,0.439453125,0.9281656444072723,4.68734656771024,1.1313894853939424,0.0,8,3
13,0.5625,0.41015625,0.5625,0.41015625,0.9755072121818861,4.050142675638199,1.1879589596636395,0.0,8,3
14,0.55859375,0.408203125,0.55859375,0.408203125,1.0233147864540417,3.962552840511004,1.2473569076468216,0.0,8,3
